sample_id	md5sum	assembly
SAMEA4504474	ae3b6fc44222d52d48ad14a1cb86436c	SAMEA4504474.contigs.fa.gz
SAMEA4504476	97aff6c0c5bf36510c2cbcd6e6b56e08	SAMEA4504476.contigs.fa.gz
SAMEA4504478	c9e02f012923d0b5b47d8e4c4a3ccca0	SAMEA4504478.contigs.fa.gz
SAMEA4504480	ee650b28efcfcd783c6533c75b0b462c	SAMEA4504480.contigs.fa.gz
SAMEA4504483	fa5b4834868dd21d2115159d6a9082ef	SAMEA4504483.contigs.fa.gz
SAMEA4504484	e66e45a0f82bdba2bb7d36ad78a298f4	SAMEA4504484.contigs.fa.gz
SAMEA4504492	9777f0afef9e5ad0ff2e1940b49a78b2	SAMEA4504492.contigs.fa.gz
SAMEA4504494	abb8c5f088de7812c9ca5ee98c46e1fb	SAMEA4504494.contigs.fa.gz
SAMEA4532309	36a210a77ea35359415455556e14fd48	SAMEA4532309.contigs.fa.gz
SAMEA4542408	5e1bb6b3382a3fa8ec510bcb0c1862fb	SAMEA4542408.contigs.fa.gz
SAMEA4542417	10a11fe681c699643a24d0a611223c3c	SAMEA4542417.contigs.fa.gz
SAMEA4542418	75afa7cde20b5d6f78e4911696340efe	SAMEA4542418.contigs.fa.gz
SAMEA4542419	9e9ab5811f7beaebf012e4f734bf1e18	SAMEA4542419.contigs.fa.gz
SAMEA4542420	1b1d0be4ef84314838f39cf4710e5130	SAMEA4542420.contigs.fa.gz
SAMEA4542421	b4e939d70b996df07f795010408c391d	SAMEA4542421.contigs.fa.gz
SAMEA4542422	b155b50412b12278aca86cb763bc45fa	SAMEA4542422.contigs.fa.gz
SAMEA4542423	02b888327070245e074289bf7b9d68b5	SAMEA4542423.contigs.fa.gz
SAMEA4542424	1b0e477f5745910d22b4cddbfd57023f	SAMEA4542424.contigs.fa.gz
SAMEA4542425	5478c304741bcd6d6edd180a4ddea764	SAMEA4542425.contigs.fa.gz
SAMEA4542426	600266c26138e3c0658235cf0c325f98	SAMEA4542426.contigs.fa.gz
SAMEA4542427	7c951c3c61f5c18d9d78f2e8e2ef9aff	SAMEA4542427.contigs.fa.gz
SAMEA4542428	7657183769716569fd24bbbee061a821	SAMEA4542428.contigs.fa.gz
SAMEA4542429	16e3efa9e11c3c89a0157d25f98509b0	SAMEA4542429.contigs.fa.gz
SAMEA4542430	0f39aee293d13c509e2d6fa1029566d5	SAMEA4542430.contigs.fa.gz
SAMEA4542431	9dad1ad002c61208b6fe0e3384f2ad51	SAMEA4542431.contigs.fa.gz
SAMEA4542432	4d66fc39281576e664aee340350ea1f6	SAMEA4542432.contigs.fa.gz
SAMEA4542433	0c4d6d93c95cda302d19452d5cc2027b	SAMEA4542433.contigs.fa.gz
SAMEA4542434	43b28306e2caf75124bac03f32e46311	SAMEA4542434.contigs.fa.gz
SAMEA4542435	35190c3bf9bce57519425b2ad2331110	SAMEA4542435.contigs.fa.gz
SAMEA4542436	ce0d688983d716bead3af2e9ed4d1593	SAMEA4542436.contigs.fa.gz
SAMEA4542437	8e7205f43914b819797b6154ccfe49ce	SAMEA4542437.contigs.fa.gz
SAMEA4542438	6f7f3c119de99d808cd73fd31ef85a3c	SAMEA4542438.contigs.fa.gz
SAMEA4542439	8d2aa4edec9b1045124fa0bc16903dab	SAMEA4542439.contigs.fa.gz
SAMEA4542440	fd47b9a9aaaac63eec6062190d4282f6	SAMEA4542440.contigs.fa.gz
SAMEA4542441	dc4709368c4d80a3de2c11eb5a2b25a7	SAMEA4542441.contigs.fa.gz
SAMEA4542442	575efbdbc754a5ace553f014bc9c203b	SAMEA4542442.contigs.fa.gz
SAMEA4542443	a9f8128962ab3bc34d832ca7ab53147d	SAMEA4542443.contigs.fa.gz
SAMEA4542444	4f92391064b8420c7662cc020d46c2f3	SAMEA4542444.contigs.fa.gz
SAMEA4542445	4c7521f2cc023c2f44d0d44abf28ac0c	SAMEA4542445.contigs.fa.gz
SAMEA4542446	f807881b3b4b20caca161315993c47c4	SAMEA4542446.contigs.fa.gz
SAMEA4542447	6ce204a7626d65980e65053ee8930a01	SAMEA4542447.contigs.fa.gz
SAMEA4542448	05dad9cd80d57ab9940f034e25b290de	SAMEA4542448.contigs.fa.gz
SAMEA4542449	24e592f5d8f2222643b4f62f732f1165	SAMEA4542449.contigs.fa.gz
SAMEA4542450	d4c6b455e68c55bf49d533dcd15eaee1	SAMEA4542450.contigs.fa.gz
SAMEA4542451	6d8a62685e49b920f7ea861dadc7b837	SAMEA4542451.contigs.fa.gz
SAMEA4542452	84b0d3c2b02aab368b62fee858b8af73	SAMEA4542452.contigs.fa.gz
SAMEA4542453	7de58d7ca0cc4df4ba50367530932e75	SAMEA4542453.contigs.fa.gz
SAMEA4542454	6bf76394929075ae6672cd45ef04c408	SAMEA4542454.contigs.fa.gz
SAMEA4542455	68556ab2999e4e4859ffdd6ddc16f610	SAMEA4542455.contigs.fa.gz
SAMEA4542456	ced15f6ca182039d5ffedbfe7b617d1b	SAMEA4542456.contigs.fa.gz
SAMEA4542457	a2ff2b69bd313d253a2f5b4164c2df18	SAMEA4542457.contigs.fa.gz
SAMEA4542458	95a76019af902e6d186b93250b5c9f22	SAMEA4542458.contigs.fa.gz
SAMEA4542459	49a05166becb59aa8b638216031c0fb4	SAMEA4542459.contigs.fa.gz
SAMEA4542460	02f044bd24067847bc26d8dce09651a1	SAMEA4542460.contigs.fa.gz
SAMEA4719142	18a3143ae7b7f3e01c73ebf4ba71cc5c	SAMEA4719142.contigs.fa.gz
SAMEA4719152	62cb9c39292b56a5fe324b600a09c083	SAMEA4719152.contigs.fa.gz
SAMEA4719169	817aed26bb5074a8ee94971f2e78e85d	SAMEA4719169.contigs.fa.gz
SAMEA4719184	e26e34fed903f1c21b841554eba121ae	SAMEA4719184.contigs.fa.gz
SAMEA4719198	4516b85eda05bf1f8f25ae2376e98325	SAMEA4719198.contigs.fa.gz
SAMEA4719204	f468098a4680a5f92d8681c0905baa92	SAMEA4719204.contigs.fa.gz
SAMEA4719209	e3bc88067358a35836784ca04d8c0683	SAMEA4719209.contigs.fa.gz
SAMEA4719210	df5306dbd2e4f9be35da7a5e8ce5e431	SAMEA4719210.contigs.fa.gz
SAMEA4719211	914383a7c7f4651f33f9444566c5c5c1	SAMEA4719211.contigs.fa.gz
SAMEA4719232	398708c5aacb6b7f57f748c0c5127695	SAMEA4719232.contigs.fa.gz
SAMEA4719281	70785dbdbd108e1df4be20f442be73a3	SAMEA4719281.contigs.fa.gz
SAMEA4719301	af252a91b3f30b876da4092faeca589d	SAMEA4719301.contigs.fa.gz
SAMEA4719305	27879f8a6cbb740b98d4939072ece9b0	SAMEA4719305.contigs.fa.gz
SAMEA4719310	b473e522a4e5343c29c907839c5795b4	SAMEA4719310.contigs.fa.gz
SAMEA4719311	9ffb191c95ab823b24951fea4fa88d30	SAMEA4719311.contigs.fa.gz
SAMEA4719315	1390a36ef00e3ca621cc420c7b9f2fa6	SAMEA4719315.contigs.fa.gz
SAMEA4719358	aca68d1303e3d10b36f7099e8b720469	SAMEA4719358.contigs.fa.gz
SAMEA4719370	af597b66849b1764da87edf90747b38a	SAMEA4719370.contigs.fa.gz
SAMEA4719375	f14f19ec87a6b2eeb07d48b734c2d313	SAMEA4719375.contigs.fa.gz
SAMEA4719400	1eb18434c24c67b6a335db565735dec6	SAMEA4719400.contigs.fa.gz
SAMEA4719420	14dfc0a7d31720771d15a79ed83f422a	SAMEA4719420.contigs.fa.gz
SAMEA4719423	738a6f68759f4e14bca22fdbcf065654	SAMEA4719423.contigs.fa.gz
SAMEA4719426	9e945ec52f4a8bcf1dcfee02845f09dc	SAMEA4719426.contigs.fa.gz
SAMEA4719430	1ad64682b839d1c25aaa219a8adb2707	SAMEA4719430.contigs.fa.gz
SAMEA4719431	6fe6a7aa3695c1077180b5987f849ac3	SAMEA4719431.contigs.fa.gz
SAMEA4719481	a3cd90d27eded88b5ac1070eda9d1d80	SAMEA4719481.contigs.fa.gz
SAMEA4719483	804dd3638d3005864a07a8c980b7bab8	SAMEA4719483.contigs.fa.gz
SAMEA4719485	b7f7828451f0583ea030ed4cf842a2c2	SAMEA4719485.contigs.fa.gz
SAMEA4719490	dfbc456c537166af639de6170f47c4a8	SAMEA4719490.contigs.fa.gz
SAMEA4719493	62248a8a9e4b66d6df12c684545fdd0f	SAMEA4719493.contigs.fa.gz
SAMEA4719534	1bf94f1488bcbaa637294fb119a98008	SAMEA4719534.contigs.fa.gz
SAMEA4719550	c3be8b05264844736b9ab19514b066e2	SAMEA4719550.contigs.fa.gz
SAMEA4765259	72a573ae29d2ae213f0ca9567559c736	SAMEA4765259.contigs.fa.gz
SAMEA4765263	eef16284e97e9e299330a22a126f5fe9	SAMEA4765263.contigs.fa.gz
SAMEA4765265	b41c3778f0c4133e03504f1fbd366dee	SAMEA4765265.contigs.fa.gz
SAMEA4765266	4071b99f7adcfb290644d6008a979c89	SAMEA4765266.contigs.fa.gz
SAMEA4765268	c215c425c6e17c79d0f1445c8f23b17f	SAMEA4765268.contigs.fa.gz
SAMEA4765270	4122ed82f0f0de18786c0579466db6c9	SAMEA4765270.contigs.fa.gz
SAMEA4765274	7e0a440e15817a43e5bdf0f6714e01c0	SAMEA4765274.contigs.fa.gz
SAMEA4765298	e8b87e3fbf459548f2ecfabcb4f915ab	SAMEA4765298.contigs.fa.gz
SAMEA4765315	2dd8c7aeaa103c7a2b7f431c00cda1e7	SAMEA4765315.contigs.fa.gz
SAMEA4765332	fd7e6787d44bc41a79700d7d46181e39	SAMEA4765332.contigs.fa.gz
SAMEA4765357	fea01e03c873a32969c80d603bee523b	SAMEA4765357.contigs.fa.gz
SAMEA4947921	a3a7584050f3e69bdc3dcd6bbdfe714d	SAMEA4947921.contigs.fa.gz
SAMEA4947933	7723badf86cc605e2094b24495853325	SAMEA4947933.contigs.fa.gz
SAMEA4947974	304fe3f663411eedc204736b15e18ef7	SAMEA4947974.contigs.fa.gz
SAMEA4947976	b20ba55ab06eb46c45edaf5e81363f93	SAMEA4947976.contigs.fa.gz
SAMEA4947998	a7a6d08ecebb666ffe43a58e9b717460	SAMEA4947998.contigs.fa.gz
SAMEA4947999	55ef7a449a951da6d74f9383c4fe08ca	SAMEA4947999.contigs.fa.gz
SAMEA4948010	0be9464e92646d5c9385aa1c37de8233	SAMEA4948010.contigs.fa.gz
SAMEA4948021	d37e9599887c4c666d34f6193f4b05c7	SAMEA4948021.contigs.fa.gz
SAMEA4948043	78ddb04f7d84cae6a7ab583aadc16073	SAMEA4948043.contigs.fa.gz
SAMEA4948082	ac8bf6fc0fc71dfa8f31a297233c6b75	SAMEA4948082.contigs.fa.gz
SAMEA4948085	f4f8221f39fe808de774508aaf768987	SAMEA4948085.contigs.fa.gz
SAMEA4948106	61e1f6b0e07c6bcc0399ccb5ec5e91b9	SAMEA4948106.contigs.fa.gz
SAMEA4948115	5ce896da944f25d4ccad448a64e13105	SAMEA4948115.contigs.fa.gz
SAMEA4948189	d9f24b2f9a15b6b75c2ed90e16ced80e	SAMEA4948189.contigs.fa.gz
SAMEA4948217	ee2e0eaaa109eb3f3e631d60d77a72c7	SAMEA4948217.contigs.fa.gz
SAMEA4948341	b6558977b42e59a4e74c6b86e54a6d11	SAMEA4948341.contigs.fa.gz
SAMEA4948358	0ec259d3cd4257c4edeeaa468063618b	SAMEA4948358.contigs.fa.gz
SAMEA4948461	af85eeb62a05494b82bd75ddd899ce7f	SAMEA4948461.contigs.fa.gz
SAMEA4948532	48786bd01b41fa5fff7828c8881e1f6e	SAMEA4948532.contigs.fa.gz
SAMEA4948592	9035c46e500ce103f744eeb0ae695ed1	SAMEA4948592.contigs.fa.gz
SAMEA4948601	b0b9f0661ae28793c3379bea18523d1f	SAMEA4948601.contigs.fa.gz
SAMEA4948627	bc17a9bccb3a734aa91159196ad6209a	SAMEA4948627.contigs.fa.gz
SAMEA4948628	4741829e47258385e7c0fdaf8de11928	SAMEA4948628.contigs.fa.gz
SAMEA4948630	2bcef2648d9f313f77d1f4c6faaf811a	SAMEA4948630.contigs.fa.gz
SAMEA4948669	b5006b0cfb376ef76e6fced6132d68e5	SAMEA4948669.contigs.fa.gz
SAMEA4948671	f27f602d5539ef0f7596e755c757ab9b	SAMEA4948671.contigs.fa.gz
SAMEA4948698	d22b0404d45ae58b76d9c52d0ab16f86	SAMEA4948698.contigs.fa.gz
SAMEA4948744	966550003b4d68dbb0dc377869e12486	SAMEA4948744.contigs.fa.gz
SAMEA4948752	8585447ad34e9385d633ab2de5ae2960	SAMEA4948752.contigs.fa.gz
SAMEA4948781	167f390550765f7f1210d7d4282a73e5	SAMEA4948781.contigs.fa.gz
SAMEA4948804	dfc933e7bbc5701bbabc15d6c14fd0d4	SAMEA4948804.contigs.fa.gz
SAMEA4948871	aa209e4dda70ba20cee6362152b3a574	SAMEA4948871.contigs.fa.gz
SAMEA678022	415af6e8aa90e9e340f9a00043b2a89f	SAMEA678022.contigs.fa.gz
SAMEA678023	91ea8971e9f445b546f31f7a4b3b6f49	SAMEA678023.contigs.fa.gz
SAMEA678028	1600c3c98c1eb5cd8ef1df9f12e0bac4	SAMEA678028.contigs.fa.gz
SAMEA678048	dd23b877d0d67d4f174a2200740df7b6	SAMEA678048.contigs.fa.gz
SAMEA678051	9a2c40db14aba5ca719ebeaf20908502	SAMEA678051.contigs.fa.gz
SAMEA678052	5138889f602c7eef8c5adbd1b1ad2eeb	SAMEA678052.contigs.fa.gz
SAMEA678137	f20f909afa105f261aa0e145fc75e242	SAMEA678137.contigs.fa.gz
SAMEA678138	90aa2d9f3696a158de18eac78b3a2085	SAMEA678138.contigs.fa.gz
SAMEA678139	029e3f9e1dfc5e08d15d042f4dddea10	SAMEA678139.contigs.fa.gz
SAMEA678142	16344b700c1f6cb5756658a632352c3b	SAMEA678142.contigs.fa.gz
SAMEA678202	2de16b5d2f261e0d9560cf76842f0fab	SAMEA678202.contigs.fa.gz
SAMEA678203	b30efa7fd5d6a510b811d3fb627629b9	SAMEA678203.contigs.fa.gz
SAMEA678208	fe0a73f8a130040906bfb278b4694d16	SAMEA678208.contigs.fa.gz
SAMEA678303	718c5e3f436554a8c855cf4063bafbe8	SAMEA678303.contigs.fa.gz
SAMEA678304	c4280591d6b5c654d31c46c22f2cc598	SAMEA678304.contigs.fa.gz
SAMEA678318	162a3aa23877f12261774590844c4a5b	SAMEA678318.contigs.fa.gz
SAMEA678319	7165d8d5d44156371b6f1bb462d2b05d	SAMEA678319.contigs.fa.gz
SAMEA678325	5f837f62f6c09150bee66875c705af19	SAMEA678325.contigs.fa.gz
SAMEA678326	8e13ea4d5d8d46513ffab513bd235ef4	SAMEA678326.contigs.fa.gz
SAMEA678329	0449edc09d9bcf47a60eba69e42efea2	SAMEA678329.contigs.fa.gz
SAMEA678330	053046d25409017c2bfb81e5e4ed00fa	SAMEA678330.contigs.fa.gz
SAMEA678332	b593e1a4bf37d6695139305c225664c8	SAMEA678332.contigs.fa.gz
SAMEA678341	ea4b422c0b0c97f6e065340e690edb3c	SAMEA678341.contigs.fa.gz
SAMEA678345	021796eaf8fb6592978abacc9444447b	SAMEA678345.contigs.fa.gz
SAMEA678347	12bd868f505d5a6bf13ff80d2b540340	SAMEA678347.contigs.fa.gz
SAMEA678348	ebdb490f065a7cf872b3353ff30069bb	SAMEA678348.contigs.fa.gz
SAMEA678349	6249c92d25baa56861322d5e9246aed3	SAMEA678349.contigs.fa.gz
SAMEA678351	970f20594caa778cef391e94acbf7eae	SAMEA678351.contigs.fa.gz
SAMEA678373	d6cd7dd4914565f9a1d701e8e19c0555	SAMEA678373.contigs.fa.gz
SAMEA678374	32c20397a992fe17f285bed313e962e1	SAMEA678374.contigs.fa.gz
SAMEA678391	114d315d7a5d5fb1c230969062a383a4	SAMEA678391.contigs.fa.gz
SAMEA678392	cfb8c0027cd4161a09a22d0a12b2b0be	SAMEA678392.contigs.fa.gz
SAMEA678394	110b4b1b4f5a9062a4d292acfb9c7ad5	SAMEA678394.contigs.fa.gz
SAMEA678396	17f1278e0833234879ed73e2f30bf8b9	SAMEA678396.contigs.fa.gz
SAMEA678403	1dcc1a9450f28211b1f8d7706dcd361c	SAMEA678403.contigs.fa.gz
SAMEA678414	05c8bdec96c552cb7800c01f29bd8a3c	SAMEA678414.contigs.fa.gz
SAMEA678498	35471a4f94a8f2d26ffa0b7023202504	SAMEA678498.contigs.fa.gz
SAMEA678502	45e241fb7858bcb71cd889ae38da4b33	SAMEA678502.contigs.fa.gz
SAMEA678511	0241603b6407ee522e2fe66742b18c92	SAMEA678511.contigs.fa.gz
SAMEA79028668	19eeca0640d027376c30dd521323fda0	SAMEA79028668.contigs.fa.gz
SAMEA861646	ccf101796836c22fb01e59453dcb72df	SAMEA861646.contigs.fa.gz
SAMEA861647	9c98a30596129ba5702560f1d04a2685	SAMEA861647.contigs.fa.gz
SAMEA861649	3e5f42290f1e93b7934dc5377a5435b6	SAMEA861649.contigs.fa.gz
SAMEA861650	a37e6cf9b7282c8d2b96eb697e4ac6e1	SAMEA861650.contigs.fa.gz
SAMEA861651	9ec44cdb3c4edeb9d9ca5250daa5bf89	SAMEA861651.contigs.fa.gz
SAMEA861652	122701e2963718d8ff7cff43da26f0d1	SAMEA861652.contigs.fa.gz
SAMEA861653	ab55ceb097895b91e4758af72c1c39ab	SAMEA861653.contigs.fa.gz
SAMEA861654	da7dfbbd1fe2f83d2e35c39b463f97ca	SAMEA861654.contigs.fa.gz
SAMEA861655	2a231c1ec0c99e0b73edc69303e288af	SAMEA861655.contigs.fa.gz
SAMEA861657	cd6a869376ec45066bae613d168c3873	SAMEA861657.contigs.fa.gz
SAMEA861658	b6304b7e0ce17a9751b72ad4d2f066c1	SAMEA861658.contigs.fa.gz
SAMEA861659	5f2a950e1cfe284b4f01fd299164d4f0	SAMEA861659.contigs.fa.gz
SAMEA861660	625737f4f110e6d2018329830f0ba5be	SAMEA861660.contigs.fa.gz
SAMEA861661	9086a31b40afbd404b958781dbc464b4	SAMEA861661.contigs.fa.gz
SAMEA861662	978c7437730e43f5fca5eb2a01ba8abb	SAMEA861662.contigs.fa.gz
SAMEA861664	55b954ba2d10c0dbda086a79b0c511e3	SAMEA861664.contigs.fa.gz
SAMEA861665	2f9d5ba42a25d1fca934fce7ddd5aa62	SAMEA861665.contigs.fa.gz
SAMEA861666	5ddbbff4352a2a0f1222825af404997d	SAMEA861666.contigs.fa.gz
SAMEA861667	377595de5722d5aecc7e70c400023b4c	SAMEA861667.contigs.fa.gz
SAMEA861668	5e1872cc698bebdb6f778a6d9fabedda	SAMEA861668.contigs.fa.gz
SAMEA861669	ce92ae9a9da47e9c23f888b9667e7afc	SAMEA861669.contigs.fa.gz
SAMEA861674	5ccd719eef8ac458150f0981b546fc8a	SAMEA861674.contigs.fa.gz
SAMEA861675	b3a3e0cf32c9ab8239c8e22c60fb7996	SAMEA861675.contigs.fa.gz
SAMEA861676	f56da74a76e7d92d4d06e5862138ea05	SAMEA861676.contigs.fa.gz
SAMEA861679	efb5389a04d2b70093b9d0345f29c6f2	SAMEA861679.contigs.fa.gz
SAMEA861680	bbf7160e359b6b2b661baa974a42fa05	SAMEA861680.contigs.fa.gz
SAMEA861681	19cd4342d65c6ff8242f5cd46d515aa4	SAMEA861681.contigs.fa.gz
SAMEA861682	4a9f732079e8c89a1c22d6ca20f9f251	SAMEA861682.contigs.fa.gz
SAMEA861683	9af546efa3dfacc8f6d3c7ab2064f58e	SAMEA861683.contigs.fa.gz
SAMEA861684	45013671d76828e22e9acd6b72600737	SAMEA861684.contigs.fa.gz
SAMEA861685	35aef1c0beed77ec92458b5372d541cd	SAMEA861685.contigs.fa.gz
SAMEA861686	6a910a0a06ac0feb6666637033817297	SAMEA861686.contigs.fa.gz
SAMEA861687	a6cdf058e3c1f6f0ca45a94ecf740416	SAMEA861687.contigs.fa.gz
SAMEA861688	f641161025ef93801e5e353196a552e4	SAMEA861688.contigs.fa.gz
SAMEA861689	a893e22d30ff36575a4463a381ede424	SAMEA861689.contigs.fa.gz
SAMEA861690	86980c62b660df73134edab89581873e	SAMEA861690.contigs.fa.gz
SAMEA861692	eee42293d98237b92955e9221885652f	SAMEA861692.contigs.fa.gz
SAMEA861693	23522db67fcfee824cc2382e37b11b4f	SAMEA861693.contigs.fa.gz
SAMEA861695	c7b6439ea8f697b557ce4cdc86595807	SAMEA861695.contigs.fa.gz
SAMEA861696	e42bd0ae117da2a26a47c17600d8886c	SAMEA861696.contigs.fa.gz
SAMEA861699	704d5fc8af468bef2ab0c4b49c2ff5f8	SAMEA861699.contigs.fa.gz
SAMEA861700	c3e046bda73d680a22d7aaf497382a1f	SAMEA861700.contigs.fa.gz
SAMEA861707	d74b8211201746b8a6085e0adeb02be4	SAMEA861707.contigs.fa.gz
SAMEA861708	f03586475aba068be1dfc904efcc0a8e	SAMEA861708.contigs.fa.gz
SAMEA861709	83e1d3d3d037f1a4b7761928a3e7afaf	SAMEA861709.contigs.fa.gz
SAMEA861710	4c946efbdf727e841377882a7b48fb95	SAMEA861710.contigs.fa.gz
SAMEA861711	65eccbe33b0f57171d3a9d041c63edf8	SAMEA861711.contigs.fa.gz
SAMEA861712	24663259500a8f2f0a80e4204c756f4b	SAMEA861712.contigs.fa.gz
SAMEA861715	3b434479bdb3fa2fc6601af4bac53311	SAMEA861715.contigs.fa.gz
SAMEA861716	3aa3fa14596eaf02578b2dabae22aa04	SAMEA861716.contigs.fa.gz
SAMEA861718	7902c8693ef48ca9cdbee5856f67c471	SAMEA861718.contigs.fa.gz
SAMEA861719	5ee2c3aedc4df70827e6c3fa92302255	SAMEA861719.contigs.fa.gz
SAMN02199005	68bff8ce24ce431c8a3f237875828998	SAMN02199005.contigs.fa.gz
SAMN02870721	f973dfbe7959198d34a2c87abd6b600b	SAMN02870721.contigs.fa.gz
SAMN03197010	9fa5523463217905f020c592b153b51a	SAMN03197010.contigs.fa.gz
SAMN03197011	b9154304a324d5dfcc955daf3e072137	SAMN03197011.contigs.fa.gz
SAMN03197173	5ec0deff61f35d75d5f6dc56feceea77	SAMN03197173.contigs.fa.gz
SAMN03197249	05030bfee77423855c53d40a4583d91c	SAMN03197249.contigs.fa.gz
SAMN03197396	6ae76df37a97cdf15796cae3b9deb73a	SAMN03197396.contigs.fa.gz
SAMN03197528	551142c53cdce43f35b558c4167811ad	SAMN03197528.contigs.fa.gz
SAMN03197529	8b253f83094aef66894a00f53a775ba9	SAMN03197529.contigs.fa.gz
SAMN03197594	47fddde72bcc4c89e4a11242fdf4d7ce	SAMN03197594.contigs.fa.gz
SAMN03197625	830b420b94ce89fdd95f9a9d6f10171a	SAMN03197625.contigs.fa.gz
SAMN03197627	0229890f0f476e71a50ac9ed6b35139f	SAMN03197627.contigs.fa.gz
SAMN03197784	0f2b73263c39ae860b06fa677666146e	SAMN03197784.contigs.fa.gz
SAMN03197794	3240d9b417d78c2bba2315652cad9945	SAMN03197794.contigs.fa.gz
SAMN03197797	645e490d6f7b390d700308c8982b5339	SAMN03197797.contigs.fa.gz
SAMN03197798	0e572ad88cb529a206a5c6b05c90966b	SAMN03197798.contigs.fa.gz
SAMN03197813	1965c1bad0ca76a13d6848d4c6bbab6d	SAMN03197813.contigs.fa.gz
SAMN03197977	44a44c6ecb1bda28c74e71941d316144	SAMN03197977.contigs.fa.gz
SAMN03197986	dd1ab61509252e3aaabf192983b0030e	SAMN03197986.contigs.fa.gz
SAMN03197993	cf9c74ccf76e468addb7071549039b80	SAMN03197993.contigs.fa.gz
SAMN03198048	c5287df85f7f3c6c7d2fe2e2de6a8ab4	SAMN03198048.contigs.fa.gz
SAMN03198124	c1037ecae1c635a41af249d736cd08d8	SAMN03198124.contigs.fa.gz
SAMN03201499	da8264ba5fc2af1d1b3d0ce00826cf41	SAMN03201499.contigs.fa.gz
SAMN03201500	2e6fad9db48d6301d00c223dd5938863	SAMN03201500.contigs.fa.gz
SAMN03201501	bbd2d1178c9e5d6ee8d8fa9ab4cc8298	SAMN03201501.contigs.fa.gz
SAMN03201502	5b25d9558e2c0b6091d94f688847f498	SAMN03201502.contigs.fa.gz
SAMN03201503	173a2ccc5ffb0bb83ecd9526ef602d94	SAMN03201503.contigs.fa.gz
SAMN03201504	41659ed987d7adf74678caf287e795ed	SAMN03201504.contigs.fa.gz
SAMN03201505	923dac6c03c745c65f5e991961b89581	SAMN03201505.contigs.fa.gz
SAMN03201507	ff08a4c5c2ed20f128b4fa0b19b97489	SAMN03201507.contigs.fa.gz
SAMN03201509	49777aab850c56ffceb2be43133372b5	SAMN03201509.contigs.fa.gz
SAMN03201510	a42ce73e90a2020ab0a557a7ce0bd204	SAMN03201510.contigs.fa.gz
SAMN03201511	2b9ce150ac45d70dc63c2a9cd52b223b	SAMN03201511.contigs.fa.gz
SAMN03201512	ced345584431162f28209cb5008df89e	SAMN03201512.contigs.fa.gz
SAMN03201513	a03a3a01ac5cf522c8196c5bad862a11	SAMN03201513.contigs.fa.gz
SAMN03201517	3657c838db8da3be5a4e7b81fa39bfbf	SAMN03201517.contigs.fa.gz
SAMN03201518	34808bbf7f93ba07e030be97d14c031f	SAMN03201518.contigs.fa.gz
SAMN03201519	3df1e1ee27f41d827569253bdf1f0376	SAMN03201519.contigs.fa.gz
SAMN03201522	0c54e60326aaaa4250db6f74b2b4a40b	SAMN03201522.contigs.fa.gz
SAMN03201525	c1b453587e09b7d2e6fd82855a54c6b6	SAMN03201525.contigs.fa.gz
SAMN03201526	0ee69b20f46fd6135812da5a55ca08a6	SAMN03201526.contigs.fa.gz
SAMN03201527	e7be0c33f05d144edea27d1e98264d3d	SAMN03201527.contigs.fa.gz
SAMN03201528	fab8c06700af9e260eb44ff7e6e7cee7	SAMN03201528.contigs.fa.gz
SAMN03201530	47bda1b862870123be1bed61ee41563a	SAMN03201530.contigs.fa.gz
SAMN03201531	261f98e82298a3d28986463347f96e8e	SAMN03201531.contigs.fa.gz
SAMN03201532	678ec8984b4ebd53f05962f83287ede0	SAMN03201532.contigs.fa.gz
SAMN03201536	9179c7ba690a12c01c6cb2b13ac79a49	SAMN03201536.contigs.fa.gz
SAMN03201537	5dce047dec6f1a5fa3fafb49e78b66c3	SAMN03201537.contigs.fa.gz
SAMN03201538	10798c64fb22775457b3552645f510a7	SAMN03201538.contigs.fa.gz
SAMN03201539	37403ba133aa77590a6b20f1ddce2148	SAMN03201539.contigs.fa.gz
SAMN03201540	0fdd21d4f15840ec8d48ff3a87eaf6cb	SAMN03201540.contigs.fa.gz
SAMN03201543	a609d835c87f03e20b5c1a08e72b1710	SAMN03201543.contigs.fa.gz
SAMN03201545	a073ba1ede6ec525db193934708003e0	SAMN03201545.contigs.fa.gz
SAMN03201546	040c31dd69421c459b1e9e6bf3bb6ed1	SAMN03201546.contigs.fa.gz
SAMN03201547	c6cf91b1a381ae07143cf9638825ba7b	SAMN03201547.contigs.fa.gz
SAMN03201549	7c139eb2a94b02e8ff824e8b67fa8995	SAMN03201549.contigs.fa.gz
SAMN03201552	6d36e4030475001339776b59dc608fbc	SAMN03201552.contigs.fa.gz
SAMN03201556	4c93a16cb86c1204e1f83e5c5e3bcbb4	SAMN03201556.contigs.fa.gz
SAMN03201560	ad4d9f8fe1ebbb69ba1a374f99c8adc6	SAMN03201560.contigs.fa.gz
SAMN03201561	19ce6d7c6a26beeb1dc64e00d8126cf2	SAMN03201561.contigs.fa.gz
SAMN03201571	03e166578ae268c56b969a083deee147	SAMN03201571.contigs.fa.gz
SAMN03201574	0093b1dc7a1c9c01bc8030d49075aa10	SAMN03201574.contigs.fa.gz
SAMN03201580	b4bd693f68d34e21973e6a8423be9d84	SAMN03201580.contigs.fa.gz
SAMN03201581	ee10359363d93cd862bc6e1ee6160441	SAMN03201581.contigs.fa.gz
