sample_id	md5sum	assembly
SAMEA3481472	3b59bc5d927524d226bcd8c263b9ba9d	SAMEA3481472.contigs.fa.gz
SAMEA3481473	23f7c94d2f057646a0da8674702d7d63	SAMEA3481473.contigs.fa.gz
SAMEA3481474	f77c2f181f9c335a9dad10dc3fda12cf	SAMEA3481474.contigs.fa.gz
SAMEA3481475	968b5032cecebfe715c752c9c332128d	SAMEA3481475.contigs.fa.gz
SAMEA3481476	81a40e1c1ee30fe23b920488a45b42f7	SAMEA3481476.contigs.fa.gz
SAMEA3481477	8ca932c4853ecf6652fee2cb73696f7b	SAMEA3481477.contigs.fa.gz
SAMEA3481478	96903ccb0ae6e503d2923e71a03832dc	SAMEA3481478.contigs.fa.gz
SAMEA3481479	57d966ccae8cad287f12fabc20cef9d3	SAMEA3481479.contigs.fa.gz
SAMEA3481480	8bf939b3d1dd8ecb6f9e082ed9c1dc1a	SAMEA3481480.contigs.fa.gz
SAMEA3481481	ff7431a05a643873c5de528963296e07	SAMEA3481481.contigs.fa.gz
SAMEA3481482	705b458e0871ee28f109525f78e9618d	SAMEA3481482.contigs.fa.gz
SAMEA3481483	1ad8d6c857d37814f4d50047206eb199	SAMEA3481483.contigs.fa.gz
SAMEA3481484	62c66033ac6c55e7b64e11b9166cb78b	SAMEA3481484.contigs.fa.gz
SAMEA3481485	f33b9f4ef6b5240d6019a871119af74a	SAMEA3481485.contigs.fa.gz
SAMEA3481486	5ebdbca9a289345905a1ee6e972c132c	SAMEA3481486.contigs.fa.gz
SAMEA3481487	1d1b4fc2e2424e63ed4200906338d658	SAMEA3481487.contigs.fa.gz
SAMEA3481488	c8b457eda0d0a32804783abc0aeee43d	SAMEA3481488.contigs.fa.gz
SAMEA3481489	8e0e68f584b65882e33ab5619b8a3cf5	SAMEA3481489.contigs.fa.gz
SAMEA3481490	7d13b9beda7de8bd6b5037aa471eb698	SAMEA3481490.contigs.fa.gz
SAMEA3481491	4188742e8a3f5a5eedecc38ce44a6133	SAMEA3481491.contigs.fa.gz
SAMEA3481492	ee043df3d65961f0543b45526c8a5099	SAMEA3481492.contigs.fa.gz
SAMEA3481493	95aaf713f606cd82d6b8227a8d6437f3	SAMEA3481493.contigs.fa.gz
SAMEA3481494	a4167f4c19e5882712a7cda5be3e2bee	SAMEA3481494.contigs.fa.gz
SAMEA3481495	24e325a797774a820e926839d11a72a8	SAMEA3481495.contigs.fa.gz
SAMEA3481496	7a05bdef9d67e6581db292e015b742a1	SAMEA3481496.contigs.fa.gz
SAMEA3481497	db80f6aa3e52c1e0f53b1fe0d73605cf	SAMEA3481497.contigs.fa.gz
SAMEA3481498	146c25fd474c4d4cb38eec2fbc90392f	SAMEA3481498.contigs.fa.gz
SAMEA3481499	90a91c04c4bd4f3f105d7ae038b039b9	SAMEA3481499.contigs.fa.gz
SAMEA3481500	f20cc0543b103b641f7d764a4540b0c7	SAMEA3481500.contigs.fa.gz
SAMEA3481501	cdc938e9fd13fb4fcb7231a4113931f4	SAMEA3481501.contigs.fa.gz
SAMEA3481502	fe2582c8721f40d793fed49f495df3a0	SAMEA3481502.contigs.fa.gz
SAMEA3481503	e2673a6a6176cf46e0db49be10dc8287	SAMEA3481503.contigs.fa.gz
SAMEA3481504	47b7a94e236c4f4b0bc443f877b2151d	SAMEA3481504.contigs.fa.gz
SAMEA3481505	6d1feaaaafb243c2f4264132d7d6a41a	SAMEA3481505.contigs.fa.gz
SAMEA3481506	22ecb20f0f0efe1696f1f400d3d28c59	SAMEA3481506.contigs.fa.gz
SAMEA3481507	bb248d3bf45261b64028c34b35219dc6	SAMEA3481507.contigs.fa.gz
SAMEA3481508	9d97ec03d77f674a8828fbbd093da387	SAMEA3481508.contigs.fa.gz
SAMEA3481509	57e4251165bc0d94ed6df1f0dadd0fc9	SAMEA3481509.contigs.fa.gz
SAMEA3481511	0afb12f983fb445295eb45bed170935d	SAMEA3481511.contigs.fa.gz
SAMEA3481512	169342067af88f1078e892dccd309ae3	SAMEA3481512.contigs.fa.gz
SAMEA3481513	dbb21441a023a3d66ae0bc816cc531ba	SAMEA3481513.contigs.fa.gz
SAMEA3481514	844de3e766212f4df007be1bd0fae800	SAMEA3481514.contigs.fa.gz
SAMEA3481515	2fafd09b5ac3f2c4816ef5cab1a2d757	SAMEA3481515.contigs.fa.gz
SAMEA3481516	6537f5afbca19c5fe7f09f1ca742578e	SAMEA3481516.contigs.fa.gz
SAMEA3481518	5140251193d1a13272715a98a7af92b1	SAMEA3481518.contigs.fa.gz
SAMEA3481519	9643cd04ed7554376ece37196a5ddf68	SAMEA3481519.contigs.fa.gz
SAMEA3481520	e10490770089b26accd87fbfff577941	SAMEA3481520.contigs.fa.gz
SAMEA3481521	2adfb13e1b84cc831a8686e4d337d9ed	SAMEA3481521.contigs.fa.gz
SAMEA3481522	8ebc8d03045fb45fa12ba03b4d8bdb4a	SAMEA3481522.contigs.fa.gz
SAMEA3481523	1e7886dc6ddd27fe327c4db1dfbfc298	SAMEA3481523.contigs.fa.gz
SAMEA3481524	59e96dc58f4c020ad5363aeffd7bc6f3	SAMEA3481524.contigs.fa.gz
SAMEA3481525	e6239ddbea6430ec2270610bbcfd40c2	SAMEA3481525.contigs.fa.gz
SAMEA3481526	55ea704a9ecf9da155118f91b26be143	SAMEA3481526.contigs.fa.gz
SAMEA3481527	b2d7f17310dac9e9515127743a380cb7	SAMEA3481527.contigs.fa.gz
SAMEA3481528	6e0caf7e1dd229e91a2f4f0b745c6eff	SAMEA3481528.contigs.fa.gz
SAMEA3481529	8c9aea8109f33bdf8587e44c95943aed	SAMEA3481529.contigs.fa.gz
SAMEA3481530	54f3684b68ef67a4a618ed6b68d5e10c	SAMEA3481530.contigs.fa.gz
SAMEA3481531	1b46a73cb6a2c8287c0a6315c4ed525e	SAMEA3481531.contigs.fa.gz
SAMEA3481532	740734c63d20c52fda49d3f7ad4c1c65	SAMEA3481532.contigs.fa.gz
SAMEA3481533	fb600365b76ac8b4bc0e4564f7c71585	SAMEA3481533.contigs.fa.gz
SAMEA3481534	7335e2c87324256fd9c2aa782b107532	SAMEA3481534.contigs.fa.gz
SAMEA3481535	66d820a6e33d415a496a4d9cc82227bc	SAMEA3481535.contigs.fa.gz
SAMEA3481536	d4770be9b7de175296d92c7f7df27fa1	SAMEA3481536.contigs.fa.gz
SAMEA3481537	23d79554dc0effed3a994ac59836d056	SAMEA3481537.contigs.fa.gz
SAMEA3481538	fe974e77afdee0a3ef0750f831cb4803	SAMEA3481538.contigs.fa.gz
SAMEA3481540	70ba6b7baf2ca98b118d7f347026fbf6	SAMEA3481540.contigs.fa.gz
SAMEA3481542	2613e7f9216b069ac886afa84ab932dd	SAMEA3481542.contigs.fa.gz
SAMEA3481543	5e000ff827cca73e0e0fc615bdfcc445	SAMEA3481543.contigs.fa.gz
SAMEA3481544	3897fa2e49fa32ff73254b118e651c87	SAMEA3481544.contigs.fa.gz
SAMEA3481545	d5938704d05511ec6b652d726c8fc0c3	SAMEA3481545.contigs.fa.gz
SAMEA3481546	be1e654ec5ae2f0d3e94fbe1202e1245	SAMEA3481546.contigs.fa.gz
SAMEA3481547	a80376134cfd17aaf18fd38edc310c33	SAMEA3481547.contigs.fa.gz
SAMEA3481548	93b5949ab2810c80d7d7df2c0187401c	SAMEA3481548.contigs.fa.gz
SAMEA3481549	828d188cb7ed37e7a8f3ff5a1d0b4621	SAMEA3481549.contigs.fa.gz
SAMEA3481550	810fd6c64ea6a817f8529b22b920b9a1	SAMEA3481550.contigs.fa.gz
SAMEA3481551	5749c257417e6f34fcfc81fb45e73dab	SAMEA3481551.contigs.fa.gz
SAMEA3481552	9518602b028e397b2ece92028b564e96	SAMEA3481552.contigs.fa.gz
SAMEA3481553	366b58c76c62b1d1588842e0b31ac75d	SAMEA3481553.contigs.fa.gz
SAMEA3481554	acf96ca9b348ebaf7bb76d1748d10a82	SAMEA3481554.contigs.fa.gz
SAMEA3481555	80f258614df6882450d58d1f3d214781	SAMEA3481555.contigs.fa.gz
SAMEA3481587	8dd14d44a1c97b789ad158df0f17f93b	SAMEA3481587.contigs.fa.gz
SAMEA3481593	aa9b9b1d7d6a2dfa3b04cfd4c5840d91	SAMEA3481593.contigs.fa.gz
SAMEA3485380	716b8fe0b1f93902c78a873bae3caaa3	SAMEA3485380.contigs.fa.gz
SAMEA3485381	670ffdbe7e7d370bc4db924480e0b400	SAMEA3485381.contigs.fa.gz
SAMEA3485386	edd79b5b679fd0fd0da31de654f7a601	SAMEA3485386.contigs.fa.gz
SAMEA3485388	dae83b3f51d60621541176cb48161bfa	SAMEA3485388.contigs.fa.gz
SAMEA3485394	39adc728ab0b3c80877c375020d389bc	SAMEA3485394.contigs.fa.gz
SAMEA3485398	b88378999992b1eac9ba128425e0a526	SAMEA3485398.contigs.fa.gz
SAMEA3485403	9097e4faee4d9127282672c07e8dee3d	SAMEA3485403.contigs.fa.gz
SAMEA3485414	4c7c419a10c1211403ff6b5e37a784a8	SAMEA3485414.contigs.fa.gz
SAMEA3485418	9c4ac97a9b90cfb3d341d75c8bb105a0	SAMEA3485418.contigs.fa.gz
SAMEA3485567	6720341c50fd0a229a8696abfcab2374	SAMEA3485567.contigs.fa.gz
SAMEA3485568	01e5d174a3df360d2c6539607c800126	SAMEA3485568.contigs.fa.gz
SAMEA3485572	d66c2d07ca555477b91b4b341f05680b	SAMEA3485572.contigs.fa.gz
SAMEA3485576	012bb02732ec1c4620330ef57df7267a	SAMEA3485576.contigs.fa.gz
SAMEA3485577	e5028efe3fbb11a852eedc8495d06910	SAMEA3485577.contigs.fa.gz
SAMEA3485581	53e7d238938a885332b6e3727e605a4b	SAMEA3485581.contigs.fa.gz
SAMEA3485586	cbdeefb6caad18d6a2ac53ef4d6abc31	SAMEA3485586.contigs.fa.gz
SAMEA3485593	a500d9fccd3becefd5bef05439ba0805	SAMEA3485593.contigs.fa.gz
SAMEA3485594	2aec6febc1a4b71609317f618564f939	SAMEA3485594.contigs.fa.gz
SAMEA3485601	ca1065cd5e8e8e588d53cccd3f30822a	SAMEA3485601.contigs.fa.gz
SAMEA3485624	e0e2548627a42738ab74b4ad63c49758	SAMEA3485624.contigs.fa.gz
SAMEA3485625	c1beea09e1787248080cd0319710cdf8	SAMEA3485625.contigs.fa.gz
SAMEA3485632	12f83f1bca3f765c3fa0a9271f8a4dc5	SAMEA3485632.contigs.fa.gz
SAMEA3485634	fa51662c899d0c4b111f994c472e2a89	SAMEA3485634.contigs.fa.gz
SAMEA3485637	b18ed1b19ee4dbd59dc006602c8f2d5a	SAMEA3485637.contigs.fa.gz
SAMEA3485648	405b235999f4e0b442ce7c4022c52d69	SAMEA3485648.contigs.fa.gz
SAMEA3485653	fbb143e5d19f8b3d915bc4e4a20f965e	SAMEA3485653.contigs.fa.gz
SAMEA3485655	5d1d77448291cfd6376abb5c3f00ee09	SAMEA3485655.contigs.fa.gz
SAMEA3485656	86b177755a462b23016e9a272ef79fa2	SAMEA3485656.contigs.fa.gz
SAMEA3485666	b814eb6adb1a70340f869aa4c299050e	SAMEA3485666.contigs.fa.gz
SAMEA3485669	1713d66677f669f43f1340a36802929a	SAMEA3485669.contigs.fa.gz
SAMEA3485672	660ef2095a6756b32604beb6f77fd31c	SAMEA3485672.contigs.fa.gz
SAMEA3485674	8788a1c180ec924cad512df5faf66e88	SAMEA3485674.contigs.fa.gz
SAMEA3485677	8e5c9bfd780da97b089a51f053f87129	SAMEA3485677.contigs.fa.gz
SAMEA3485685	0c89a53ca5fbdfc1abdf318c7ffb8734	SAMEA3485685.contigs.fa.gz
SAMEA3485688	91ea3be4c78ed5afad3eb2059b626df8	SAMEA3485688.contigs.fa.gz
SAMEA3485693	c3c25ee889267c5e4a0f73ec17e6cb44	SAMEA3485693.contigs.fa.gz
SAMEA3485701	5a89438917706d4616fb0a07fc25235d	SAMEA3485701.contigs.fa.gz
SAMEA3485704	b769a6f4eaa5888eb3ad0201748a9ebf	SAMEA3485704.contigs.fa.gz
SAMEA3485712	438e066190a03a48d0b8d05df8a72b58	SAMEA3485712.contigs.fa.gz
SAMEA3485717	69c1be39419628ff8468009cffc615ff	SAMEA3485717.contigs.fa.gz
SAMEA3485721	4187dcfd642cbdbc47bf57bbb5a048f5	SAMEA3485721.contigs.fa.gz
SAMEA3485724	70280b361087ea509833ea85c0333792	SAMEA3485724.contigs.fa.gz
SAMEA3485732	85c74f1ad86398c1a2a4dd4ef7e32bc7	SAMEA3485732.contigs.fa.gz
SAMEA3485742	5c58a8577e473bb55c04b3060dacbc9e	SAMEA3485742.contigs.fa.gz
SAMEA3497496	93b806953101b68534004b47a22cf3d3	SAMEA3497496.contigs.fa.gz
SAMEA3497497	0341fe77caacce10289b64c7d376d3f6	SAMEA3497497.contigs.fa.gz
SAMEA3497500	ae98e9a3aa354b6b38c17637a2c50179	SAMEA3497500.contigs.fa.gz
SAMEA3497502	7b9544325bcd6108b6e47c619a0c1539	SAMEA3497502.contigs.fa.gz
SAMEA3497505	e5ff13d2e25e256ca3980bf39e4305d5	SAMEA3497505.contigs.fa.gz
SAMEA3497512	3ae8dd6296c829e23ff81745228e05d1	SAMEA3497512.contigs.fa.gz
SAMEA3497514	a1c526d922471423d94656558f83ebe8	SAMEA3497514.contigs.fa.gz
SAMEA3497516	f8bad49c6989ecf1ed754fe9e28b36e3	SAMEA3497516.contigs.fa.gz
SAMEA3497518	1e12f8f787280166579ecb168017c0a7	SAMEA3497518.contigs.fa.gz
SAMEA3497535	28338414d62dceb3d1af14a60b4ed073	SAMEA3497535.contigs.fa.gz
SAMEA3497539	39f6f0894e88709bddc9e97c4bcac5bd	SAMEA3497539.contigs.fa.gz
SAMEA3497541	67e4a12fd40ec7c3a4952f1188ff03d1	SAMEA3497541.contigs.fa.gz
SAMEA3497542	773917041164aa144f424ad3cdce8a62	SAMEA3497542.contigs.fa.gz
SAMEA3497543	fd20fc6b384d81bb6716de58675b8293	SAMEA3497543.contigs.fa.gz
SAMEA3497544	b64d156d79c77d4c5c2f226dc361206b	SAMEA3497544.contigs.fa.gz
SAMEA3497545	eddf17ab912ea9e06a0d1a1f14c6b9b9	SAMEA3497545.contigs.fa.gz
SAMEA3497546	398e9bfa4b7f4e0a1a04b4680a39c036	SAMEA3497546.contigs.fa.gz
SAMEA3497547	f484658296f5d43589dab93fbce5407f	SAMEA3497547.contigs.fa.gz
SAMEA3497548	d1250238faa230888213d4447b57ea73	SAMEA3497548.contigs.fa.gz
SAMEA3497549	4c32b8105588cb169d36846df6c21658	SAMEA3497549.contigs.fa.gz
SAMEA3497550	cffdcc42015a565037ab78f536d3ea8e	SAMEA3497550.contigs.fa.gz
SAMEA3497551	34cf6a54d6815f63da2d1fdb8609ff00	SAMEA3497551.contigs.fa.gz
SAMEA3497552	a11e1bc0f6cb428bf9476c6b2b048a50	SAMEA3497552.contigs.fa.gz
SAMEA3497553	d04999f7848552ba5cfa9244452b61ed	SAMEA3497553.contigs.fa.gz
SAMEA3497554	e913fd0e2f189ee27bf82b93b384a52c	SAMEA3497554.contigs.fa.gz
SAMEA3497555	a859e4ad6e9c1a047af32945352b3b4a	SAMEA3497555.contigs.fa.gz
SAMEA3497556	f96f80b3b3743195714bd16494a9a95e	SAMEA3497556.contigs.fa.gz
SAMEA3497562	4f0bc1f7cc1518201de76a8cff9e12fd	SAMEA3497562.contigs.fa.gz
SAMEA3497575	201e1af5b14ad3a735f1db53c16b113a	SAMEA3497575.contigs.fa.gz
SAMEA3497577	3774e1d7762c986e119c2bb6c99eb41a	SAMEA3497577.contigs.fa.gz
SAMEA3497586	e3e546c88f66f402261e0c2df4d13614	SAMEA3497586.contigs.fa.gz
SAMEA3497589	b636a51f66cf972f1f27aad81298d566	SAMEA3497589.contigs.fa.gz
SAMEA3497593	07b52c173be2a6ff69731488356eb45c	SAMEA3497593.contigs.fa.gz
SAMEA3497605	e47f473a4870b7c0ee80376e2d12cdfc	SAMEA3497605.contigs.fa.gz
SAMEA3497621	b9d1969be0b75058c3b2d4e65de5716f	SAMEA3497621.contigs.fa.gz
SAMEA3497623	bbb2c06113de99c67af7566aa07b0e8f	SAMEA3497623.contigs.fa.gz
SAMEA3497733	df10f4a5ed74f9f9561cd0c1b58466ee	SAMEA3497733.contigs.fa.gz
SAMEA3497738	bb42ccdac9fe72836097f87916d81631	SAMEA3497738.contigs.fa.gz
SAMEA3497759	9d90e6013cb9a68dd620529839e00533	SAMEA3497759.contigs.fa.gz
SAMEA3497763	710a9b36c2f83838d0376a696333ffd2	SAMEA3497763.contigs.fa.gz
SAMEA3497788	5555230be7f101840fcced34fb366b31	SAMEA3497788.contigs.fa.gz
SAMEA3498552	77dbd633d45e44ac6f70ef578597ca13	SAMEA3498552.contigs.fa.gz
SAMEA3498560	bccdb2f071c00a0a5427b393b1975454	SAMEA3498560.contigs.fa.gz
SAMEA3498568	54f7cea416b5cb957a2ea896ff2e7ace	SAMEA3498568.contigs.fa.gz
SAMEA3498570	257b01597d4f4484157fab95157838c3	SAMEA3498570.contigs.fa.gz
SAMEA3498571	8eb5fb1a6672cc0d85fd54e7f88b4b22	SAMEA3498571.contigs.fa.gz
SAMEA3498573	04dc6fba68449d92c1043ebc3a45bbf5	SAMEA3498573.contigs.fa.gz
SAMEA3498574	f76695fc10457b1c6cf6390d582c437c	SAMEA3498574.contigs.fa.gz
SAMEA3502661	12c46a65d2f958ecdfa463b3fba31f7b	SAMEA3502661.contigs.fa.gz
SAMEA3502663	c1f3a61b6661165a6dc049c3a914a977	SAMEA3502663.contigs.fa.gz
SAMEA3502664	8d0d187ba720fcf9c99de671a44fe3aa	SAMEA3502664.contigs.fa.gz
SAMEA3502670	0e4e6ae4a1833b726a14b6d5c46436df	SAMEA3502670.contigs.fa.gz
SAMEA3502675	d05720d92d27517eda7c505796e36c0b	SAMEA3502675.contigs.fa.gz
SAMEA3502681	8bf7195a1a324232421dab1735d00099	SAMEA3502681.contigs.fa.gz
SAMEA3502686	f64cb7ce1c5796cc31c3f138fbdf0f0c	SAMEA3502686.contigs.fa.gz
SAMEA3502687	87bb9ea0f721a904dae0d8025a4dfa1c	SAMEA3502687.contigs.fa.gz
SAMEA3502688	67c243dd09cd30cad085e2cc7fcb8d1d	SAMEA3502688.contigs.fa.gz
SAMEA3502689	b93558de474a5f86f4d15120fe4291ce	SAMEA3502689.contigs.fa.gz
SAMEA3502695	d88dba3d9f759f261f105ca74b10f83d	SAMEA3502695.contigs.fa.gz
SAMEA3502702	2f0596b5e488d0ca86144e406f5de255	SAMEA3502702.contigs.fa.gz
SAMEA3503942	8855e65c671194486a08e62332bcde12	SAMEA3503942.contigs.fa.gz
SAMEA3503947	48e8586dc5cc4b986ea573f784d99066	SAMEA3503947.contigs.fa.gz
SAMEA3503953	5cf7c0ca54679df7ca3433d8631e4a9d	SAMEA3503953.contigs.fa.gz
SAMEA3503957	590fcce128192f10420022b677811619	SAMEA3503957.contigs.fa.gz
SAMEA3503969	4e0b5432db56d76061214b5bf8687e01	SAMEA3503969.contigs.fa.gz
SAMEA3503976	e6704550f97689a79a55e1fa48736cdb	SAMEA3503976.contigs.fa.gz
SAMEA3503999	5bcb81c8bd781ea034af0ef4ad3b53ae	SAMEA3503999.contigs.fa.gz
SAMEA3504003	716e372b7adea1c0f1894a0d5c7dd493	SAMEA3504003.contigs.fa.gz
SAMEA3504015	b718c5cf5544361db76a85bb62276aae	SAMEA3504015.contigs.fa.gz
SAMEA3504029	c03bc0e12bc2e8495940610e2ed01a69	SAMEA3504029.contigs.fa.gz
SAMEA3507429	e405ffc348b3e04eaa58717cf3b47c83	SAMEA3507429.contigs.fa.gz
SAMEA3594187	e7ad0affed5484cbb6cdaf0691531c8a	SAMEA3594187.contigs.fa.gz
SAMEA3596530	fa6f7e428f6c65f573833f3eff991e3e	SAMEA3596530.contigs.fa.gz
SAMEA3596531	7de243669f74e13d84e4864185bb6e71	SAMEA3596531.contigs.fa.gz
SAMEA3596534	0fbdc36d437f651b3210f3083f581e56	SAMEA3596534.contigs.fa.gz
SAMEA3596542	0a42f016f94a4d4c267a5db93921f620	SAMEA3596542.contigs.fa.gz
SAMEA3661786	e68b4e0c03d1c9f6467d1af5cf97ec80	SAMEA3661786.contigs.fa.gz
SAMEA3661795	e9896051caf07040556c826a74a8aa11	SAMEA3661795.contigs.fa.gz
SAMEA3661797	baf5259a6b5eb7ae2b31c7d60bce973f	SAMEA3661797.contigs.fa.gz
SAMEA3661831	dafb06e9838c7df2073bb5c0e888e84e	SAMEA3661831.contigs.fa.gz
SAMEA3661836	7de05bfd15b24f74f8a577492de16f92	SAMEA3661836.contigs.fa.gz
SAMEA3661846	8595e4fdb9bb7968ad036da15f3b630d	SAMEA3661846.contigs.fa.gz
SAMEA3661874	797e4ea1bc856d2ba6bae250cec77ec1	SAMEA3661874.contigs.fa.gz
SAMEA3661889	50acfe4ec8c3bdab187799bf0f679d56	SAMEA3661889.contigs.fa.gz
SAMEA3661901	afcca835330425e50a2b89ec16150068	SAMEA3661901.contigs.fa.gz
SAMEA3672235	e95699caafc491436c85b0869d1d596b	SAMEA3672235.contigs.fa.gz
SAMEA3672237	97c56aca14cdfb01586993a1d4adaa9d	SAMEA3672237.contigs.fa.gz
SAMEA3672238	6d6ea8388f1e87af6afc6e35700754c0	SAMEA3672238.contigs.fa.gz
SAMEA3672243	14fbdd7865926eb486cad30b04b64da8	SAMEA3672243.contigs.fa.gz
SAMEA3672244	da922b82d4c20fb7a2a067c174e85abc	SAMEA3672244.contigs.fa.gz
SAMEA3672246	144622e8780e1e710b038a9070bb4f44	SAMEA3672246.contigs.fa.gz
SAMEA3672250	269f24d54af6f2d70d6c76ebc244691b	SAMEA3672250.contigs.fa.gz
SAMEA3672256	16843f2a0d41420984551f29329f6983	SAMEA3672256.contigs.fa.gz
SAMEA3672258	77fa598676f56f72ca551a9ffb1d8de6	SAMEA3672258.contigs.fa.gz
SAMEA3672259	01d79060d89cd7b194a8ff79f45a57dd	SAMEA3672259.contigs.fa.gz
SAMEA3672260	9c5a09909f8bb2a9dded430f226e4955	SAMEA3672260.contigs.fa.gz
SAMEA3672262	744c1f3148b4ecad1b29b765c7acf005	SAMEA3672262.contigs.fa.gz
SAMEA3672264	b0f3b50bb4916e743d00be622018c540	SAMEA3672264.contigs.fa.gz
SAMEA3672266	3ef11f696851e285ac91898038380f20	SAMEA3672266.contigs.fa.gz
SAMEA3672267	0455fa5920cf46f4807005f0f13d6791	SAMEA3672267.contigs.fa.gz
SAMEA3672268	734db1868363f14006ebe80a070fcadd	SAMEA3672268.contigs.fa.gz
SAMEA3672271	670034b9c141090390377530f366eead	SAMEA3672271.contigs.fa.gz
SAMEA3672272	077b8ce836fa3d15d19a181db80617d3	SAMEA3672272.contigs.fa.gz
SAMEA3672274	03adeccd3077155216e1bc59c15cc44a	SAMEA3672274.contigs.fa.gz
SAMEA3672276	a026f7aacf06418bd21083759849f5ac	SAMEA3672276.contigs.fa.gz
SAMEA3672278	bed99e0a3f5249d5a8e097f48baa2820	SAMEA3672278.contigs.fa.gz
SAMEA3672279	b87c97e1cc0e9530222e7a2cd065cbca	SAMEA3672279.contigs.fa.gz
SAMEA3672280	b8c609b0ab9b3dc7c97a360fbed13ac2	SAMEA3672280.contigs.fa.gz
SAMEA3672281	90230d76e36155b7c1155e011e92c559	SAMEA3672281.contigs.fa.gz
SAMEA3672282	4ce091b7939948bb14a4ec3ba5b1ff40	SAMEA3672282.contigs.fa.gz
SAMEA3672283	f5f88c94d375953e8e9b83e36d98ad40	SAMEA3672283.contigs.fa.gz
SAMEA3672285	4af55a6aa2ae4a9fc6380faaf39b0085	SAMEA3672285.contigs.fa.gz
SAMEA3672287	d157c6c33f09ba20cf78843c738f59b3	SAMEA3672287.contigs.fa.gz
SAMEA3672289	f288277e5e3f84e7075d32eae3d23d72	SAMEA3672289.contigs.fa.gz
SAMEA3672292	24a62acfda0d9311c562a4e341e00344	SAMEA3672292.contigs.fa.gz
SAMEA3673157	13d7873e70a54fb8f05bef6afe6864c6	SAMEA3673157.contigs.fa.gz
SAMEA3673158	d9566528f923d72b5a0ad32a55f55799	SAMEA3673158.contigs.fa.gz
SAMEA3673159	da44580ec6045d0e05107c3883f94aa7	SAMEA3673159.contigs.fa.gz
SAMEA3673163	48911f09ab0d10920c03608f010ac861	SAMEA3673163.contigs.fa.gz
SAMEA3673168	4e62b17a6afce589796a134d8557a810	SAMEA3673168.contigs.fa.gz
SAMEA3673175	3c8625df0eb97d5737a3f20d33e20f7b	SAMEA3673175.contigs.fa.gz
SAMEA3673181	2197ff0a54b8d7a400474b66ecbda88f	SAMEA3673181.contigs.fa.gz
SAMEA3673185	8c6ea82d943624f56b1eae3acfa053b8	SAMEA3673185.contigs.fa.gz
SAMEA3673192	950fcf89374f1b8b0574817376d2e052	SAMEA3673192.contigs.fa.gz
SAMEA3673195	cf6a3d6b97f968cad1898c13e067d09b	SAMEA3673195.contigs.fa.gz
SAMEA3673197	e3d49b9eef474c744632c24e2e3d6712	SAMEA3673197.contigs.fa.gz
SAMEA3673199	1c3347922cca7d6f7c63b11c7593a5ca	SAMEA3673199.contigs.fa.gz
SAMEA3673201	6ed575e0bf8f9f19ca826ef43a540478	SAMEA3673201.contigs.fa.gz
SAMEA3673202	daf7e1e2061682edd582de5b8bd0ad4e	SAMEA3673202.contigs.fa.gz
SAMEA3673208	78a436937946b79a3217e5e5dc8cb425	SAMEA3673208.contigs.fa.gz
SAMEA3673215	2e666b9b728e015b89ca0e807b97de14	SAMEA3673215.contigs.fa.gz
SAMEA3673218	c3e53f78a4637b7e29d00cdfce1b60b5	SAMEA3673218.contigs.fa.gz
SAMEA3689797	daeb309336d740b50efc22b44356e457	SAMEA3689797.contigs.fa.gz
SAMEA3689835	98a68b3dc1efe1b1d3fbaeee1e46be9f	SAMEA3689835.contigs.fa.gz
SAMEA37389418	a01a9af5acda3f4b68ca11766151931e	SAMEA37389418.contigs.fa.gz
SAMEA37441168	deb20a25a57fca13a9dd490fbb02147a	SAMEA37441168.contigs.fa.gz
SAMEA37481668	94007d036b0b0321d55534c1f13a6ecb	SAMEA37481668.contigs.fa.gz
SAMEA37492168	55d9d7997082defaa79de9a573331847	SAMEA37492168.contigs.fa.gz
SAMEA37504918	dd8813af67aded898f89ea13ccfb03ec	SAMEA37504918.contigs.fa.gz
SAMEA37519168	846b7ffa9cb2ecd33d13ea32978bb473	SAMEA37519168.contigs.fa.gz
SAMEA37522918	72b1e9692b5103f9b2ef949457a4ed7b	SAMEA37522918.contigs.fa.gz
SAMEA37525168	9c4b254ea66d871d329f8530ef51e531	SAMEA37525168.contigs.fa.gz
SAMEA37529668	dfe8fabd393d216c9631eba4cdbae440	SAMEA37529668.contigs.fa.gz
SAMEA37542418	6c59201bd2b1e433fe5b793a341ab6ae	SAMEA37542418.contigs.fa.gz
SAMEA37546918	625a01183e37a7bcbe943972e0beda7e	SAMEA37546918.contigs.fa.gz
SAMEA37560418	e022ef9b7b2aa052206078435bd9a8be	SAMEA37560418.contigs.fa.gz
SAMEA37563418	e43c4ca3d5710b79ebdcdb57d6c83073	SAMEA37563418.contigs.fa.gz
SAMEA37565668	222a4c51c225faf719fdd462acce7425	SAMEA37565668.contigs.fa.gz
SAMEA37569418	b6b7b940158ba66960cee6192b4ae58e	SAMEA37569418.contigs.fa.gz
SAMEA37570918	875d3bf02a3ebd0d7a91080c0bf63f49	SAMEA37570918.contigs.fa.gz
SAMEA37571668	0132ec839e8821999311f215a114a8fa	SAMEA37571668.contigs.fa.gz
SAMEA37584418	4ec1b4c979049d5c7e60a73a4d2b24a5	SAMEA37584418.contigs.fa.gz
SAMEA37594918	0020286f3c4277256ac037b3dcf1a33a	SAMEA37594918.contigs.fa.gz
